code,name,,serviceClassCode
E-PGT-001 ,Pegawai Ehwal Ekonomi Pengurusan Tertinggi,,E    
E-PP-001  ,Pegawai Ehwal Ekonomi,,E    
E-PP-002  ,Pegawai Latihan,,E    
E-SOK-001 ,Penolong Pegawai Ehwal Ekonomi,,E    
E-SOK-002 ,Pembantu Ehwal Ekonomi,,E    
E-SOK-003 ,Penolong Pegawai Latihan,,E    
E-SOK-004 ,Pembantu Pegawai Latihan,,E    
E-SOK-005 ,Pengajar Kraf,,E    
E-SOK-006 ,Pembantu Pemasaran Rendah,,E    
E-JKB-001,Penolong Pegawai Pendaftaran Perdagangan,,E    
E-JKB-003,Penolong Pegawai Kemajuan MARA,,E    
E-JKB-004,Penolong Pegawai Kemajuan Perindustrian,,E    
E-JKB-005,Penolong Pegawai Perusahaan Komoditi,,E    
E-JKB-006,Penolong Pegawai Pembangunan Pemasaran,,E    
E-JKB-008,Penolong Pegawai Perniagaan,,E    
E-JKB-007,Penolong Pegawai Pembangunan,,E    
E-JKB-009,Penolong Pegawai Kemajuan Perikanan,,E    
E-JKB-010,Penolong Pegawai Pelancongan,,E    
E-JKB-011,Penolong Pegawai Pembangunan Koperasi,,E    
E-JKB-012,Penolong Pegawai Pemasaran,,E    
E-JKB-013,Penolong Pegawai Kemajuan Kraf,,E    
E-JKB-014,Penolong Pensyarah Maktab Kerjasama,,E    
E-JKB-015,Pengajar Perdagangan Gred 1,,E    
E-JKD-001,Pembantu Pemasaran Rendah,,E    
E-JKC-011,Pengajar Perdagangan Gred 11,,E    
E-SOK-009,Penolong Perangkawan,,E    
E-BSP-001,Pembantu Pegawai Latihan/Penolong Pegawai Latihan/Pegawai Latihan,,E    
FA-SOK-001,Penolong Pegawai Teknologi Maklumat,,F    
F-JKD-001,Operator Mesin Prosesan Data,,F    
F-JKB-001,Pengatur Program Komputer,,F    
F-PP-001  ,Pegawai Teknologi Maklumat,,F    
F-SOK-002 ,Operator Mesin Prosesan Data,,F    
F-SOK-003 ,Operator Komputer,,F    
F-SOK-004 ,Penolong Pegawai Teknologi Maklumat,,F    
F-PGT-001 ,Pegawai Teknologi Maklumat Pengurusan Tertinggi,,F    
G-JKA-001,Pegawai Pertanian,,F    
F-JKA-001,Juruanalisa Sistem,,F    
F-SOK-005,Juruteknik Komputer,,F    
F-PP-001-01-41,Pembangunan Sistem,,F    
FT-SOK-001,Juruteknik Komputer,,F    
F-JKC-001,Operator Komputer,,F    
G-JKA-006,Pegawai Rancangan Tanah,,G    
G-JKA-007,Pengurus Taman Sabah,,G    
G-JKA-008,Pengurus Ladang,,G    
G-JKC-001,Juruteknik Pertanian,,G    
G-JKC-002,Pembantu Veterinar,,G    
G-JKC-003,Renjer Hutan,,G    
G-JKC-004,Pengajar Membalak,,G    
G-JKC-005,Pembantu Hidupan Liar,,G    
G-JKC-006,Pembantu Perikanan,,G    
G-JKC-007,Penyelia Rancangan Tanah,,G    
G-JKC-008,Pembantu Taman Sabah,,G    
G-JKA-002,Pegawai Veterinar,,G    
G-JKA-001,Pegawai Pertanian,,G    
G-JKA-003,Pemelihara Hutan Gred 1,,G    
G-JKA-004,Pegawai Hidupan Liar,,G    
G-PGT-002 ,Pegawai Veterinar Pengurusan Tertinggi,,G    
G-PGT-001 ,Pegawai Pertanian Pengurusan Tertinggi,,G    
G-PGT-003 ,Pemelihara Hutan Pengurusan Tertinggi,,G    
G-PGT-004,Pegawai Hidupan Liar Pengurusan Tertinggi,,G    
G-PGT-005 ,Pegawai Perikanan Pengurusan Tertinggi,,G    
G-PP-001  ,Pegawai Pertanian,,G    
G-PP-002  ,Pegawai Veterinar,,G    
G-PP-003  ,Pemelihara Hutan,,G    
G-PP-004  ,Pegawai Hidupan Liar,,G    
G-PP-005  ,Pegawai Perikanan,,G    
G-PP-006  ,Pegawai Rancangan Tanah,,G    
G-PP-007  ,Pengurus Taman/Ladang,,G    
G-SOK-001 ,Penolong Pegawai Pertanian,,G    
G-SOK-002 ,Pembantu Pertanian,,G    
G-SOK-003 ,Penolong Pegawai Veterinar,,G    
G-SOK-004 ,Pembantu Veterinar,,G    
G-SOK-005 ,Atendan Haiwan,,G    
G-SOK-006 ,Penolong Pemelihara Hutan,,G    
G-SOK-007 ,Renjer Hutan,,G    
G-SOK-008 ,Pengajar Membalak,,G    
G-SOK-009 ,Pengawas Hutan,,G    
G-SOK-010 ,Penolong Pegawai Hidupan Liar,,G    
G-SOK-011 ,Pembantu Hidupan Liar,,G    
G-SOK-012 ,Pembantu Hidupan Liar Rendah,,G    
G-SOK-013 ,Penolong Pegawai Perikanan,,G    
G-SOK-014 ,Pembantu Perikanan,,G    
G-SOK-015 ,Pengajar Rendah,,G    
G-SOK-016 ,Penolong Pegawai Rancangan Tanah,,G    
G-SOK-017 ,Penyelia Rancangan Tanah,,G    
G-SOK-018 ,Penolong Pengurus Taman/Ladang,,G    
G-SOK-019 ,Pembantu Taman/Ladang,,G    
G-SOK-020 ,Juruteknik Pertanian Rendah,,G    
G-SOK-021 ,Penyelia Kandang Haiwan,,G    
G-SOK-022 ,Pembantu Rendah Taman Sabah,,G    
G-JKB-001,Pembantu Pekebunan,,G    
G-JKB-002,Penolong Pemelihara Hutan,,G    
G-JKB-004,Penolong Pegawai Rancangan Tanah,,G    
G-JKB-005,Penolong Pengurus Taman Sabah,,G    
G-JKB-006,Penolong Pengurus Ladang,,G    
G-JKB-007,Penolong Pegawai Pertanian,,G    
G-JKB-008,Penolong Pegawai Veterinar,,G    
G-JKB-009,Penolong Pegawai Perikanan,,G    
G-JKD-007,Pembantu Luar,,G    
G-JKD-002,Penyelia Kandang Haiwan,,G    
G-JKD-001,Juruteknik Pertanian Rendah,,G    
G-JKD-003,Atendan Haiwan,,G    
G-JKD-004,Pengawas Hutan,,G    
G-JKD-005,Pembantu Hidupan Liar Rendah,,G    
G-JKD-006,Pembantu Rendah Taman Sabah,,G    
G-JKA-005,Pegawai Perikanan,,G    
G-JKA-006,Pegawai Rancangan Tanah,,G    
GV-PP-001,Pegawai Veterinar,,G    
G-BSP-002,Pengawas Hutan,,G    
G-BSP-003,Renjer Hutan/Penolong Pemelihara Hutan,,G    
G-SOK-023,Pembantu Veterinar/Penolong Pegawai Veterinar,,G    
G-BSP-001,Pembantu Hidupan Liar,,G    
G-PGT-006,Pengurus Taman/Ladang Pengurusan Tertinggi,,G    
G-PGT-007,Pegawai Rancangan Tanah Pengurusan Tertinggi,,G    
G-BSP-004,Pembantu Veterinar/Penolong Pegawai Veterinar,,G    
GA-SOK-001,Pembantu Pertanian,,GA   
GA-SOK-002,Pembantu Veterinar,,GA   
GA-SOK-003,Renjer Hutan,,GA   
GZ-PP-001,Pegawai Veterinar - Angkatan Tentera (Ikhtisas),,GZ   
H-SOK-001,Pembantu Kemahiran,,H    
H-SOK-002,Pemandu/Operator Jentera Pemunggah,,H    
H-SOK-003,Operator Loji,,H    
H-SOK-004,Pembantu Awam,,H    
H-SOK-005,Pemandu Kenderaan,,H    
J-SOK-031,Penolong Perancang Bandar dan Wilayah,,J    
J-SOK-032,Penjaga Jentera Elektrik,,J    
JA-BSP-002,Pelukis Pelan (Kejuruteraan Awam)/Penolong Jurutera,,J    
J-SOK-034,Pelukis Pelan (Seni Bina)/Penolong Pegawai Seni Bina,,J    
JA-BSP-001,Pelukis Pelan (Seni Bina)/Penolong Pegawai Seni Bina,,J    
JA-SOK-006,Penolong Pemeriksa Kilang dan Jentera,,J    
J-SOK-028,Pembantu Teknik Landskap,,J    
JA-SOK-009,Penolong Juruukur,,J    
J-SOK-030,Penolong Juruukur Bangunan,,J    
J-PGT-013,Perancang Bandar dan Wilayah Pengurusan Tertinggi,,J    
J-PGT-014,Jurugeospatial Pengurusan Tertinggi,,J    
J-PP-011,Perancang Bandar dan Wilayah,,J    
J-PP-012,Jurugeospatial,,J    
J-JKD-001,Pelukis Pelan Rendah,,J    
J-JKD-002,Pengawas Tali Air,,J    
J-SOK-025,Penolong Jurutera,,J    
J-SOK-026,Penolong Pegawai Senibina,,J    
JA-SOK-008,Penolong Juruukur Bahan,,J    
J-JKB-001,Pembantu Teknik,,J    
J-JKB-002,Penolong Pegawai Perancang Bandar dan Desa,,J    
J-JKB-003,Pembantu Teknik Ukur,,J    
J-JKB-004,Penolong Pemeriksa Kilang dan Jentera,,J    
J-JKB-005,Pengajar Ketukangan Gred 1,,J    
J-JKC-001,Juruteknik,,J    
J-JKC-002,Pelukis Pelan,,J    
J-JKC-003,Juruteknik Perancang Bandar dan Desa,,J    
J-JKC-004,Juruteknik Ukur,,J    
J-JKC-005,Pembantu Pemeriksa Kilang dan Jentera,,J    
J-JKC-006,Pengajar Ketukangan Gred II,,J    
J-JKC-007,Pengajar Ketukangan Gred III,,J    
J-JKC-008,Penguasa Bekalan Air,,J    
J-JKC-009,Jurubina Model,,J    
J-JKC-010,Merinyu Tali Air,,J    
J-JKC-011,Pemeriksa Tali Air,,J    
J-JKA-001,Arkitek,,J    
J-JKA-002,Arkitek Lanskap,,J    
J-JKA-003,Jurutera,,J    
J-JKA-004,Juruukur Bahan,,J    
J-JKA-005,Pegawai Perancang Bandar dan Desa,,J    
J-JKA-006,Jurukartografi,,J    
J-JKA-007,Juruukur,,J    
J-JKA-008,Pemeriksa Kilang dan Jentera,,J    
J-PP-001  ,Arkitek,,J    
J-PP-002  ,Arkitek Landskap,,J    
J-PP-003  ,Jurutera,,J    
J-PP-004  ,Juruukur Bahan,,J    
J-PP-005  ,Pegawai Perancang Bandar dan Desa,,J    
J-PP-006  ,Juruukur,,J    
J-PP-007  ,Jurukartografi,,J    
J-PP-008  ,Pemeriksa Kilang dan Jentera,,J    
J-BSP-001 ,Pem. Peg. Latihan Vokasional/Pen. Peg. Latihan Vokasional/Peg. LatihanVokasional,,J    
J-SOK-001 ,Pembantu Teknik,,J    
J-SOK-002 ,Juruteknik,,J    
J-SOK-003 ,Pelukis Pelan,,J    
JA-SOK-010 ,Penolong Pegawai Perancang Bandar dan Desa,,J    
J-SOK-005 ,Juruteknik Perancang Bandar dan Desa,,J    
J-SOK-006 ,Pembantu Teknik Ukur,,J    
J-SOK-007 ,Juruteknik Ukur,,J    
J-SOK-008 ,Penolong Pemeriksa Kilang dan Jentera,,J    
J-SOK-009 ,Pembantu Pemeriksa Kilang dan Jentera,,J    
J-SOK-010 ,Penguasa Bekalan Air,,J    
J-SOK-011 ,Merinyu Tali Air,,J    
J-SOK-012 ,Pengawas Tali Air,,J    
J-SOK-018 ,Jurubina Model,,J    
J-SOK-019 ,Pelukis Pelan Rendah,,J    
J-PGT-002 ,Arkitek Lanskap Pengurusan Tertinggi,,J    
J-PGT-004 ,Juruukur Bahan Pengurusan Tertinggi,,J    
J-PGT-005 ,Pegawai Perancang Bandar dan Desa Pengurusan Tertinggi,,J    
J-PGT-006 ,Juruukur Pengurusan Tertinggi,,J    
J-PGT-008 ,Pemeriksa Kilang dan Jentera Pengurusan Tertinggi,,J    
J-PGT-001 ,Arkitek Pengurusan Tertinggi,,J    
J-PGT-003 ,Jurutera Pengurusan Tertinggi,,J    
J-PGT-009,Pegawai Latihan Vokasional Pengurusan Tertinggi,,J    
J-PGT-012,Juruukur Bangunan Pengurusan Tertinggi,,J    
J-SOK-022,Penolong Jurutera (Jumud),,J    
J-SOK-023,Juruteknik Lanskap,,J    
JA-SOK-007,Penolong Arkitek Landskap,,J    
J-SOK-013 ,Penerbit Teknik,,J    
J-SOK-015 ,Juruteknik Rendah,,J    
J-SOK-016 ,Juruteknik Ukur Rendah,,J    
J-SOK-017 ,Pengajar Ketukangan Gred 3,,J    
J-PP-010,Juruukur Bangunan,,J    
J-SOK-020,Pembantu Teknik Ukur Bangunan,,J    
JA-SOK-005,Juruteknik Landskap,,JA   
JA-SOK-001,Juruteknik,,JA   
JA-SOK-002,Juruteknik Perancang Bandar dan Wilayah,,JA   
JA-SOK-003,Juruteknik Ukur,,JA   
JA-SOK-004,Pembantu Pemeriksa Kilang dan Jentera,,JA   
JZ-PP-001,Pegawai Kejuruteraan - Angkatan Tentera (Ikhtisas),,JZ   
KP-PP-005,Penguasa Imigresen,,K    
KP-BSP-001,Penolong Penguasa Imigresen/Penguasa Imigresen,,K    
KR-PP-001,Pegawai Siasatan,,K    
KR-SOK-001,Penolong Pegawai Siasatan,,K    
